100 7000
25 69 792
67 10 883
87 20 324
96 90 57
78 69 543
57 72 830
63 84 865
6 47 303
10 80 235
30 86 616
6 96 175
27 54 822
64 15 238
73 50 133
71 18 48
12 76 647
81 83 810
33 11 123
35 33 111
56 71 896
90 87 837
2 4 692
12 71 820
90 21 109
46 76 326
14 42 715
66 23 618
94 56 573
87 81 181
12 77 39
57 26 983
11 10 35
3 65 476
4 60 180
96 18 505
37 63 235
90 28 638
7 88 422
88 27 628
70 97 360
66 70 784
78 2 283
10 64 446
66 6 694
41 31 972
73 23 769
83 41 237
8 10 573
53 55 662
4 21 412
7 92 617
37 6 659
66 51 112
87 6 3
73 87 758
2 58 500
43 53 472
30 64 244
83 33 248
63 18 418
25 19 638
64 51 712
46 61 197
72 1 426
63 5 570
25 85 640
26 89 485
95 23 808
70 16 665
99 28 763
13 25 740
24 57 842
19 69 926
63 75 327
45 83 915
77 53 856
88 69 571
60 14 864
88 44 49
97 40 200
17 46 60
69 68 386
93 55 398
59 12 422
80 84 791
65 22 235
94 58 428
18 67 509
52 39 792
3 41 666
59 15 79
47 16 902
35 58 603
12 32 568
72 23 524
95 83 27
17 85 794
83 99 666
79 8 678
84 49 215
93 92 78
18 55 944
33 28 924
91 65 237
28 42 194
83 11 629
18 38 367
65 45 883
18 93 458
60 5 67
21 36 535
31 21 274
33 75 267
31 78 554
17 66 518
27 66 149
88 33 579
62 93 733
79 63 589
48 64 642
44 96 57
4 86 690
37 42 356
2 65 72
43 18 111
82 31 908
31 84 277
24 42 982
86 51 835
1 8 814
98 62 776
18 69 196
54 1 749
40 16 207
65 58 786
76 77 10
87 37 786
82 49 909
56 43 71
65 66 995
24 80 543
35 32 431
88 45 663
21 85 485
82 35 881
16 63 379
45 14 645
62 67 271
4 60 448
21 15 392
24 40 603
21 7 974
21 93 875
62 77 593
69 4 866
66 21 644
21 71 887
57 38 47
62 21 750
50 78 719
43 12 521
88 46 610
2 58 871
50 42 771
40 5 18
26 23 780
79 57 450
37 64 209
36 42 14
55 42 939
70 54 841
32 23 254
38 85 305
68 60 701
60 8 590
83 99 938
13 29 528
57 84 533
35 78 873
24 20 823
57 65 853
65 87 279
77 37 397
19 80 59
76 48 213
61 35 769
75 6 349
61 7 786
4 78 17
11 41 704
65 38 730
2 78 584
25 80 359
1 44 576
98 42 550
94 47 451
73 98 817
80 95 957
100 45 618
16 47 869
78 18 56
84 45 62
67 2 697
4 28 656
58 20 773
29 22 776
4 30 31
80 97 235
57 17 957
86 93 152
12 23 610
78 41 377
15 95 456
63 89 234
79 92 339
40 10 817
88 58 206
14 86 943
49 28 537
87 40 65
42 69 861
26 2 179
68 73 387
67 78 900
99 80 618
11 8 931
81 34 856
24 12 523
45 41 907
86 49 45
92 2 996
79 38 17
79 94 150
1 42 473
57 5 745
60 4 647
29 9 465
27 73 694
98 18 696
20 68 950
71 40 621
69 24 655
43 82 267
23 54 595
71 78 377
13 92 227
82 98 144
11 3 829
53 3 824
53 88 395
19 15 652
60 72 530
5 11 175
85 55 790
11 32 498
44 9 865
25 57 70
2 28 976
74 47 167
40 30 377
32 6 857
10 48 497
71 1 107
81 11 319
79 94 715
60 24 761
42 96 406
85 58 830
58 68 639
90 78 497
37 54 620
34 62 167
87 22 332
79 67 597
14 19 215
8 1 760
68 40 35
87 16 925
48 53 208
19 2 17
59 89 87
33 17 474
13 53 593
28 42 170
28 5 209
2 6 780
98 70 939
6 77 57
10 51 758
97 42 930
94 73 126
26 76 391
38 59 972
30 39 933
3 31 603
16 12 354
30 48 695
44 38 460
11 50 828
11 17 986
76 13 605
84 58 17
5 89 666
44 77 302
51 5 586
7 82 178
40 70 198
56 24 579
72 64 76
27 23 348
41 75 682
100 98 19
26 24 490
11 55 715
32 60 68
30 100 976
15 65 711
61 95 551
67 61 748
100 1 340
38 27 908
46 90 566
55 4 778
100 4 593
48 1 100
2 89 497
23 51 144
54 40 880
10 68 626
34 23 221
81 19 983
34 68 9
10 1 341
18 45 943
100 68 749
22 77 342
83 56 164
39 67 644
95 92 851
7 19 628
72 46 621
6 71 339
20 92 357
86 27 607
85 47 8
48 99 57
61 90 402
37 20 761
68 13 194
7 50 368
84 33 899
80 93 831
10 64 660
33 16 492
42 62 488
30 38 72
13 67 393
48 6 19
65 8 829
73 2 858
15 44 959
33 9 479
48 44 507
48 80 211
97 28 318
6 87 898
97 48 843
3 4 65
62 94 613
64 32 302
13 53 373
93 70 791
72 26 826
42 76 855
16 19 830
78 66 637
93 86 696
92 41 975
91 69 104
54 22 730
8 2 579
92 85 533
96 59 843
82 12 609
99 61 904
87 30 881
22 69 784
51 1 357
68 8 265
36 14 584
78 97 918
54 84 779
83 98 804
94 39 839
54 89 701
59 24 179
10 50 739
47 6 727
90 31 871
77 63 258
32 90 399
82 4 125
94 10 182
38 8 815
22 76 191
26 73 700
20 98 321
53 37 600
52 75 173
97 30 144
68 35 128
62 27 560
28 36 728
20 24 513
91 62 118
11 43 743
61 59 892
24 75 57
99 70 278
72 73 839
74 38 486
70 28 339
20 4 654
47 96 231
87 65 852
16 18 809
28 90 551
22 12 998
72 47 394
78 100 273
54 45 198
59 93 93
38 93 824
76 72 909
86 77 380
87 77 721
99 69 743
14 72 220
36 47 73
59 81 324
57 6 619
57 70 698
34 27 311
32 86 335
92 27 307
36 3 376
21 39 435
9 86 54
44 62 309
95 5 32
33 15 718
15 10 16
74 88 949
87 58 416
61 22 257
28 3 754
91 27 764
85 21 217
85 35 335
14 89 719
100 79 805
25 19 620
66 64 555
68 77 230
50 34 955
31 27 626
73 60 74
55 6 648
41 63 111
54 32 662
53 6 827
79 70 141
56 78 39
80 32 295
14 32 58
96 51 762
91 95 481
86 74 566
39 2 604
25 5 809
68 84 269
85 41 378
95 78 988
52 25 133
33 57 753
58 59 852
41 30 188
7 60 216
16 76 143
3 9 483
99 13 391
54 66 107
30 18 785
62 64 301
84 14 595
65 90 762
53 61 173
47 18 823
46 94 67
19 9 409
44 2 771
66 53 843
2 81 650
83 75 791
89 11 596
67 17 85
96 49 963
31 66 230
10 71 582
20 61 665
7 62 909
62 32 460
1 15 890
69 34 698
26 78 132
53 97 897
51 18 56
42 39 274
90 86 322
15 25 141
80 76 912
14 21 163
72 67 981
31 23 366
37 79 578
48 32 336
47 76 737
39 45 171
87 31 944
88 56 786
86 35 125
54 65 384
87 24 383
42 35 457
39 78 419
62 10 479
7 18 286
42 20 318
100 71 176
100 28 862
4 13 334
53 56 194
80 12 971
70 22 611
68 71 472
17 64 78
6 60 651
97 14 225
71 8 724
89 46 647
46 75 48
80 48 926
8 76 454
83 26 645
17 77 259
76 52 491
85 36 11
62 61 927
67 17 882
24 14 23
44 55 858
77 6 742
29 59 243
12 15 601
15 28 79
55 42 508
17 21 249
27 21 903
68 78 905
5 21 967
45 99 44
72 56 896
38 12 876
29 99 879
15 72 450
24 17 786
83 59 321
99 56 185
39 78 283
21 17 537
17 78 179
100 94 404
96 14 285
78 46 497
55 78 670
15 100 578
83 15 789
38 3 699
91 78 942
97 56 465
46 77 389
56 25 205
82 83 774
24 86 338
19 100 202
85 83 67
94 70 476
90 6 479
43 85 368
85 9 867
16 58 271
17 32 340
86 98 782
7 22 751
3 33 800
66 91 854
37 69 631
6 18 963
27 3 747
30 10 888
49 85 655
12 65 510
94 22 130
45 72 465
38 7 343
39 21 701
22 14 983
37 58 714
41 67 767
92 46 755
22 45 444
35 83 988
14 95 406
33 61 588
15 45 153
13 40 319
49 18 999
98 74 440
33 29 561
11 58 245
44 34 587
33 52 940
55 76 601
60 45 141
83 68 974
67 40 20
55 77 902
89 43 532
84 49 225
52 73 652
88 73 378
73 42 79
82 1 539
89 12 326
79 67 939
57 12 284
41 88 859
38 91 606
56 81 705
40 85 343
71 81 277
6 35 520
27 45 322
6 63 664
43 67 423
55 3 770
70 26 59
5 38 890
87 84 824
34 76 757
26 68 46
93 69 15
40 57 94
15 24 207
3 27 706
77 78 824
41 93 209
62 27 604
33 36 539
68 78 225
13 69 152
2 45 875
69 88 344
98 54 602
52 55 616
38 68 840
47 91 464
70 49 505
28 67 633
44 86 742
76 5 587
19 15 933
64 87 309
11 34 967
33 74 580
20 93 943
70 40 379
95 8 380
21 63 389
93 28 892
14 32 749
11 31 294
67 51 684
25 30 938
6 19 377
77 32 217
48 44 813
99 64 155
100 11 987
39 32 775
66 28 927
97 86 783
1 34 711
81 62 134
55 64 764
4 86 979
28 78 427
33 52 264
24 89 634
55 76 581
36 4 234
44 55 807
45 78 950
18 63 400
39 50 868
34 18 442
71 6 648
15 92 410
36 69 896
18 20 512
74 99 617
89 41 224
48 88 304
17 51 858
100 92 358
73 83 312
43 68 168
79 56 874
36 15 368
99 58 555
6 3 684
83 86 894
32 18 942
54 55 655
21 80 949
59 88 758
40 88 201
74 91 182
13 96 7
91 85 279
65 55 146
17 9 827
98 18 132
71 87 482
17 10 975
54 11 128
78 15 795
92 9 909
20 5 935
96 58 452
9 52 114
43 63 986
52 68 862
16 27 241
74 46 846
72 2 220
98 21 23
96 83 195
42 24 819
84 9 905
85 4 740
87 75 797
64 5 365
98 70 577
75 62 316
45 21 404
30 29 457
92 50 821
29 21 641
16 20 975
10 47 297
97 74 451
67 11 851
97 47 270
57 16 602
20 51 591
2 91 486
22 70 830
74 62 27
47 93 52
55 29 836
81 25 630
6 69 749
30 48 824
26 40 418
61 67 629
87 58 792
15 54 131
75 64 195
65 36 156
89 12 911
19 61 421
8 13 853
15 58 293
5 91 688
67 59 145
73 96 407
40 79 665
30 70 870
65 33 274
12 64 6
79 37 73
2 74 581
58 22 911
74 59 803
77 36 61
90 24 896
70 74 137
56 75 385
13 49 922
34 58 168
45 44 767
23 83 900
91 83 462
100 50 927
75 76 456
76 39 643
55 25 690
56 4 260
90 52 213
98 1 591
10 99 613
82 74 144
66 19 969
9 17 228
8 41 264
95 89 574
61 56 150
52 53 413
5 69 274
98 66 210
16 40 429
37 17 949
18 74 73
71 59 968
55 18 121
52 58 320
15 74 610
42 33 781
73 69 609
74 90 840
92 9 710
58 75 602
80 8 609
3 20 324
97 7 403
81 1 700
61 47 963
10 11 867
100 27 267
48 91 88
99 21 503
62 40 215
61 55 172
76 57 251
63 94 516
94 9 574
12 96 341
8 4 880
15 59 850
40 48 754
20 25 649
30 31 122
100 33 743
67 90 865
51 80 90
25 52 169
47 36 522
61 78 54
15 95 275
97 53 906
95 75 759
68 7 927
60 50 723
46 99 742
70 62 687
12 17 697
19 61 979
12 39 979
33 91 243
55 51 878
11 5 252
67 84 801
78 3 189
15 14 903
7 8 847
39 61 77
97 6 259
65 70 405
98 70 825
18 32 689
43 29 514
87 91 402
16 41 945
2 80 44
40 85 891
54 18 781
53 9 833
8 64 5
3 32 637
34 86 555
83 68 6
63 48 258
40 84 830
67 30 537
71 23 325
10 42 895
18 64 943
60 53 663
9 30 875
96 90 858
16 67 699
100 97 223
30 19 256
46 43 259
38 8 419
14 1 356
52 75 128
83 10 680
93 80 530
54 82 702
94 11 807
4 53 230
99 26 865
50 81 546
70 45 856
6 73 915
8 22 62
99 48 454
60 99 641
37 64 903
99 69 77
69 47 571
79 32 534
88 19 243
65 69 387
42 70 932
59 42 943
99 79 618
78 43 283
42 33 899
94 73 15
58 72 612
13 88 816
4 91 452
53 49 867
7 71 393
29 53 662
9 60 185
56 8 725
19 5 225
22 90 957
54 22 557
33 35 747
27 50 354
5 54 906
50 55 549
13 38 48
18 70 410
45 15 700
94 82 416
60 4 878
87 32 732
91 89 688
23 3 920
9 28 694
35 56 960
73 57 394
54 85 954
95 22 405
24 27 338
68 78 697
42 87 504
35 90 155
2 79 516
80 67 621
64 55 335
42 100 722
92 13 263
21 38 417
45 96 882
54 86 488
81 24 188
20 46 711
41 98 269
33 62 706
73 67 41
55 89 515
97 60 791
34 51 863
85 23 119
78 60 992
30 14 839
77 14 341
74 71 208
23 94 186
17 10 928
47 88 339
69 53 5
41 72 638
30 1 264
43 27 539
22 70 404
73 99 332
68 43 66
31 91 595
20 77 792
74 77 984
79 43 756
58 18 552
57 37 891
28 42 735
79 12 940
55 38 782
43 29 598
28 44 540
30 66 28
56 44 40
89 10 528
46 10 440
77 41 972
93 49 471
44 89 565
100 41 167
15 57 887
56 15 618
58 26 758
51 9 749
1 42 486
69 35 57
38 17 685
4 7 508
51 39 242
47 65 47
79 44 138
16 45 504
87 78 56
29 63 279
41 95 898
54 14 218
80 93 998
80 45 4
22 6 228
63 18 321
20 29 14
83 32 869
99 9 953
86 34 518
33 32 128
29 63 499
25 19 947
30 51 176
69 13 6
16 38 75
54 35 86
15 81 630
31 43 72
66 67 552
64 86 851
77 66 544
6 31 549
61 9 190
40 2 675
20 92 520
56 43 503
20 2 65
55 77 997
50 54 862
25 23 979
87 23 957
51 76 189
4 86 505
78 32 229
50 34 743
85 62 146
15 53 568
85 79 588
10 88 553
14 6 588
70 11 240
65 10 503
9 82 228
45 57 376
65 53 496
52 53 908
99 10 70
76 51 24
45 37 631
8 53 200
54 38 203
11 1 226
16 18 15
71 81 473
11 89 904
26 3 812
5 97 890
86 56 428
53 90 467
49 79 667
41 93 746
85 73 915
79 2 24
76 57 190
61 70 55
77 46 935
4 43 109
9 87 402
31 40 689
7 70 365
30 51 973
35 78 636
8 12 180
73 21 224
8 74 362
45 59 38
55 91 603
3 48 332
95 92 148
82 48 879
92 12 925
76 99 426
97 11 327
53 6 370
92 16 692
15 70 317
21 85 466
75 92 586
82 17 220
14 2 544
78 2 738
63 43 504
36 88 304
38 48 666
41 2 997
10 49 50
12 87 352
69 19 968
67 58 475
24 32 904
54 4 334
100 28 973
48 21 15
64 79 237
62 12 464
76 55 392
2 37 164
6 12 960
43 28 495
49 23 201
19 60 275
20 82 790
10 82 885
87 17 146
2 81 513
38 31 221
6 100 869
30 57 543
94 43 470
76 77 926
77 69 3
72 18 185
12 79 593
23 45 119
17 93 508
88 81 541
14 13 207
79 60 388
1 64 457
2 3 756
65 90 971
60 14 472
66 83 493
31 55 572
9 37 775
79 68 486
64 17 388
62 25 232
18 55 164
45 28 726
12 27 235
24 99 506
89 42 365
22 9 214
58 45 853
50 81 420
80 91 93
65 54 218
84 35 703
48 19 322
45 32 962
34 60 752
7 92 151
46 47 500
20 81 264
26 6 923
71 96 367
59 93 525
88 50 30
64 93 527
69 8 337
15 67 256
59 81 109
62 65 727
92 61 210
47 37 513
63 94 924
73 75 540
70 19 91
73 40 734
81 98 98
89 77 515
58 20 617
57 81 969
78 89 564
62 13 489
41 30 189
75 58 325
16 88 950
88 14 855
74 19 855
11 90 366
82 75 774
27 100 839
25 47 911
47 33 439
54 4 544
28 2 679
26 98 989
71 40 822
99 63 123
59 33 657
14 7 110
10 90 639
36 27 494
12 55 493
20 26 563
71 72 375
23 88 226
93 91 96
58 46 834
51 60 933
13 69 342
49 61 370
72 86 548
2 7 308
75 89 742
68 99 701
29 66 670
8 31 957
41 70 271
67 73 424
99 77 30
75 66 11
92 61 680
61 87 117
8 89 721
31 79 322
58 24 67
3 61 640
26 27 716
71 14 570
86 40 539
45 49 186
3 40 716
23 69 69
59 56 19
27 51 259
77 53 523
9 67 665
61 93 249
2 30 625
58 6 701
97 43 1
21 53 493
75 94 504
41 100 353
95 61 810
43 23 536
71 95 92
80 30 377
87 92 429
56 98 688
97 65 539
57 50 962
40 58 570
13 3 417
49 20 587
36 2 511
25 95 573
86 32 350
20 53 572
44 89 567
58 16 31
49 35 805
85 40 290
77 56 918
76 39 124
31 47 785
83 97 675
45 10 881
38 56 669
45 98 42
77 61 96
73 8 771
80 99 705
52 96 791
27 17 155
8 49 83
16 15 461
90 16 404
34 50 445
83 7 808
84 28 261
81 89 879
96 9 370
88 15 869
62 4 678
14 81 669
74 22 322
39 100 262
28 55 258
39 14 986
91 12 14
7 70 492
9 75 455
67 61 62
50 19 347
39 56 261
28 32 52
51 61 468
71 1 119
14 41 148
77 62 97
15 88 12
47 32 895
1 28 743
17 82 178
74 81 681
87 97 74
47 25 7
84 40 40
14 78 636
84 27 77
91 69 289
34 21 476
72 100 8
25 7 107
21 36 571
25 5 913
95 70 624
20 80 351
99 25 619
75 31 942
90 11 603
75 32 616
96 2 496
16 5 148
72 29 457
95 53 154
11 64 251
96 97 146
48 98 76
54 64 422
59 24 291
33 66 562
31 23 885
93 74 47
7 10 737
55 48 528
10 36 630
89 84 880
18 98 153
44 91 95
36 61 308
18 32 199
8 44 622
4 16 270
63 55 216
49 46 32
30 1 218
24 72 889
10 23 380
63 87 270
47 80 587
100 64 850
3 17 692
86 93 17
23 27 483
64 88 544
36 66 821
87 41 418
86 46 155
12 45 914
5 72 868
19 21 803
24 78 92
88 89 620
92 28 886
52 53 683
11 1 595
99 26 178
100 23 856
9 2 469
33 39 960
17 54 945
70 74 11
50 95 672
76 25 499
60 86 970
26 7 109
34 92 817
32 6 99
75 98 378
26 37 182
2 24 797
5 46 707
25 89 812
19 84 694
47 22 380
7 76 441
93 62 936
61 82 544
56 61 240
59 44 245
63 22 580
28 25 701
14 96 983
34 12 932
1 80 542
78 88 118
79 4 978
14 48 40
53 7 251
81 9 45
46 49 397
60 5 125
30 88 509
91 88 595
100 70 86
68 98 417
69 9 80
57 96 310
24 85 879
59 29 516
11 47 482
58 98 354
7 44 312
30 63 590
25 23 597
87 93 877
81 36 351
88 80 783
94 14 313
96 7 17
46 41 308
55 83 97
69 98 913
27 90 570
88 49 21
51 35 345
46 97 849
65 63 482
47 99 167
43 68 869
91 87 721
49 97 55
88 15 265
72 29 854
1 100 761
60 74 555
52 85 1
82 87 439
66 59 189
90 80 142
47 51 647
39 36 951
32 84 630
19 78 648
47 70 782
68 100 287
76 85 311
61 25 858
74 18 350
56 80 667
71 28 39
45 56 913
4 78 268
55 22 673
24 60 375
99 34 147
54 6 201
75 36 797
98 62 433
14 69 72
41 94 864
59 65 276
72 60 793
33 70 687
11 31 817
25 97 182
12 90 295
71 46 488
33 1 635
59 33 614
9 46 418
54 23 187
76 51 675
38 86 397
91 94 974
87 19 457
57 68 69
50 60 587
45 44 707
68 88 533
21 83 893
50 25 15
95 86 340
85 3 507
91 96 369
32 4 717
77 21 232
100 17 521
29 86 734
6 23 775
1 84 705
91 71 259
43 21 700
67 14 675
57 6 735
49 41 785
76 14 264
17 21 92
64 16 113
41 72 468
70 66 878
44 50 988
80 6 295
27 39 598
9 75 824
28 64 191
88 57 727
20 76 408
55 34 206
12 68 387
20 22 954
60 43 629
24 54 987
82 11 90
94 43 73
28 38 572
5 55 529
52 40 673
24 62 410
31 32 339
31 68 713
49 96 259
88 95 105
27 45 424
82 50 571
2 59 278
72 27 813
77 20 954
59 33 221
24 78 423
64 79 945
72 97 381
28 85 114
98 31 353
86 31 963
3 84 787
67 46 514
36 18 888
93 95 741
82 35 854
70 74 328
18 99 660
29 57 798
51 80 538
82 96 125
76 92 864
23 82 123
43 7 872
10 30 288
35 81 674
49 43 455
63 95 590
84 11 696
45 89 685
18 15 845
10 7 594
19 35 215
3 78 729
56 46 182
69 86 966
48 32 92
55 54 435
57 81 452
61 16 110
43 18 108
49 32 89
52 70 866
6 80 446
37 77 908
51 46 86
85 81 877
1 71 543
29 58 775
93 24 235
22 92 483
35 94 249
88 20 7
43 19 206
19 51 78
81 84 418
74 88 579
22 20 403
31 79 933
36 3 77
19 100 565
78 8 153
88 45 312
11 37 166
67 98 198
98 40 303
20 48 742
89 31 186
62 52 256
14 6 117
3 64 397
8 87 261
36 17 807
86 13 71
74 95 630
64 19 699
88 87 204
85 74 883
73 74 498
68 50 273
68 84 661
60 79 324
97 48 293
30 81 77
66 83 861
53 16 486
29 63 565
87 27 744
70 59 245
28 61 33
68 51 775
74 67 12
17 38 686
84 88 618
16 88 263
55 51 552
77 29 180
20 81 345
21 30 445
32 73 274
25 15 145
55 23 232
16 46 664
40 36 521
79 27 272
85 79 144
29 44 193
56 67 964
52 80 401
89 60 184
98 54 235
58 66 372
55 73 739
90 70 496
57 4 979
2 34 627
64 35 92
67 45 273
76 5 833
38 12 117
10 7 85
71 39 194
15 65 937
84 27 593
38 37 138
45 66 809
56 69 769
5 68 564
19 40 856
16 38 436
1 96 245
76 40 988
90 35 983
8 86 530
31 68 726
76 36 332
18 89 696
12 82 418
26 93 961
23 89 72
53 21 33
67 50 63
45 78 587
52 75 463
30 24 363
55 93 357
23 77 849
17 72 976
24 5 61
88 80 644
89 38 606
14 51 387
57 92 650
95 26 183
15 71 677
13 87 493
24 55 838
23 52 560
74 88 606
63 70 791
91 34 750
97 51 835
64 18 181
15 57 707
80 5 766
80 99 381
23 34 477
23 41 748
79 72 20
32 76 888
64 76 188
97 81 809
46 63 635
25 87 605
48 81 191
5 24 975
55 24 787
78 86 133
69 34 502
4 32 976
6 75 124
8 77 805
3 51 466
67 53 908
79 29 121
49 82 789
94 54 490
10 3 778
19 48 106
87 28 228
9 21 461
93 73 35
47 38 338
15 76 587
13 83 761
78 50 612
82 18 784
26 72 468
47 62 994
61 95 821
79 53 10
71 24 941
16 89 134
53 48 875
98 14 516
53 25 190
70 17 205
91 13 126
53 92 215
13 65 492
20 93 629
73 9 977
51 73 628
41 78 65
4 89 570
41 37 236
18 64 568
85 89 265
18 64 620
44 11 431
63 68 186
51 67 106
37 55 819
90 14 981
74 86 193
17 16 904
9 18 982
29 66 867
65 44 698
3 15 763
75 89 88
62 93 835
60 47 493
30 15 79
77 8 75
92 29 834
30 34 327
25 15 503
51 35 662
39 25 698
52 9 979
38 73 206
80 33 737
84 19 293
71 98 642
77 29 947
27 12 762
28 16 415
65 56 51
62 34 975
93 31 407
43 3 590
97 55 628
57 27 165
14 88 283
8 53 730
12 35 494
40 91 494
64 33 294
54 58 179
72 55 712
34 27 428
6 72 606
92 59 316
38 30 676
20 13 753
55 29 244
5 89 695
86 52 764
19 35 834
80 33 982
42 23 542
28 13 823
35 69 6
64 76 3
56 29 812
58 43 175
43 52 331
9 48 538
14 4 422
36 12 51
87 52 738
40 9 964
24 29 853
46 92 797
81 65 485
34 81 470
92 33 235
54 11 486
37 54 504
58 68 512
13 48 814
49 42 675
59 20 90
98 89 624
55 85 747
88 34 512
14 18 776
90 96 529
56 60 817
63 42 42
51 59 655
83 53 150
87 64 552
13 60 866
15 23 901
57 13 564
63 26 629
48 31 229
18 79 395
84 85 851
91 35 524
73 13 864
5 22 977
1 60 21
53 78 986
18 100 121
47 65 221
84 51 696
97 84 325
87 15 936
60 62 633
2 92 934
88 68 113
58 87 108
40 6 601
25 35 109
17 92 73
91 8 202
99 45 430
45 18 777
77 19 552
47 75 679
78 54 634
54 43 518
7 70 314
90 73 239
57 24 940
68 90 782
49 62 816
34 82 431
53 20 974
54 47 4
42 62 709
79 38 477
13 96 767
60 87 884
44 93 221
41 43 6
26 61 940
88 48 484
39 66 427
76 10 781
85 50 647
36 16 981
65 75 47
5 67 637
23 54 369
87 51 712
62 73 71
29 7 852
54 90 750
26 3 690
80 15 426
67 5 484
61 75 290
54 49 612
77 32 680
56 81 923
80 25 569
32 77 681
78 99 229
6 1 267
69 89 644
9 5 780
57 35 173
38 5 2
51 87 550
100 68 702
52 56 594
84 99 399
92 69 782
61 82 409
9 81 417
57 32 342
19 73 663
31 32 668
34 39 524
67 38 202
69 34 371
95 13 500
50 30 745
54 58 93
57 87 558
16 15 419
70 36 352
62 27 574
42 61 102
8 17 688
77 7 217
83 77 511
76 91 256
18 26 347
90 49 140
49 64 841
47 19 277
20 35 875
20 35 580
64 52 662
17 58 491
88 90 942
82 61 796
55 26 289
96 45 695
6 10 389
10 51 874
67 29 909
64 72 680
46 4 673
60 24 296
85 91 224
3 21 295
37 84 917
83 25 679
27 48 891
61 71 737
49 90 474
7 37 856
5 17 303
99 9 63
47 72 9
50 3 35
96 90 167
33 62 277
25 28 385
93 66 17
25 53 524
97 10 229
27 78 219
99 74 187
88 47 547
30 60 29
52 37 309
2 86 668
54 85 293
64 55 887
99 2 366
87 20 698
38 12 500
50 64 460
95 99 19
44 21 240
17 78 821
59 56 859
84 95 641
4 87 332
95 46 940
73 67 97
51 47 967
91 10 636
32 26 744
65 71 354
40 70 378
19 57 597
54 26 956
69 99 199
38 82 144
36 18 116
3 64 754
90 77 263
79 30 727
27 32 103
64 94 234
14 15 707
34 33 405
49 28 929
80 75 477
12 51 630
33 9 481
10 86 248
34 11 777
62 77 619
82 53 889
26 51 140
92 79 322
63 28 871
24 42 901
15 59 152
75 26 817
3 54 980
63 46 769
60 36 256
59 5 750
92 57 287
75 66 480
13 22 614
4 59 689
7 44 8
22 87 669
45 58 898
100 40 806
40 27 12
98 52 836
54 68 732
41 34 102
11 73 504
40 3 117
68 20 32
63 57 73
97 92 515
75 86 209
38 22 598
23 52 137
71 79 56
69 84 669
61 75 75
34 29 42
74 14 992
12 33 692
95 85 577
25 76 325
75 79 697
35 83 954
40 46 520
74 82 660
81 52 661
91 23 467
86 84 838
31 57 640
74 1 9
20 56 99
44 1 865
76 37 309
35 99 935
25 66 871
49 66 863
90 98 638
97 8 99
68 48 866
97 91 783
4 95 172
17 39 847
72 45 10
22 21 520
19 91 354
23 92 204
93 26 745
52 20 259
61 63 452
36 60 814
10 65 304
82 61 22
60 13 45
53 75 90
78 68 885
75 32 158
16 64 895
29 78 758
52 75 935
14 75 713
35 9 765
83 1 741
45 69 383
30 22 607
61 14 732
87 14 838
64 92 623
11 83 220
83 54 256
51 28 696
77 44 31
62 23 36
54 85 826
74 60 565
100 90 410
36 52 971
82 30 782
31 80 360
2 21 328
18 14 918
81 7 555
41 51 77
82 58 21
85 23 482
49 48 971
6 61 83
72 58 744
65 90 617
29 28 643
14 68 664
22 29 862
52 88 659
16 74 268
73 69 825
53 85 677
69 63 960
41 16 758
60 32 868
95 8 349
14 82 111
44 34 822
98 63 677
76 95 361
52 54 947
82 42 854
87 78 146
76 34 628
50 58 82
15 84 235
58 40 691
55 66 295
2 96 507
49 9 484
61 55 545
31 17 248
95 44 219
29 33 101
42 25 209
99 12 829
55 72 546
38 10 931
53 46 254
82 38 454
57 35 312
57 91 793
20 19 849
15 62 161
27 59 999
8 14 448
54 13 38
19 1 175
59 64 772
28 59 613
45 35 948
85 69 492
16 46 719
31 75 125
55 66 856
54 49 317
89 48 819
31 53 379
69 43 847
21 88 754
97 12 395
73 67 986
23 75 462
7 18 164
46 40 211
89 52 189
12 91 496
60 28 1
95 30 583
94 69 131
13 36 20
90 28 770
8 79 252
83 82 640
49 82 272
91 78 894
71 18 96
36 73 606
73 36 678
54 28 192
18 76 223
73 4 138
73 19 506
67 6 100
85 41 252
21 100 650
7 80 493
47 73 231
68 61 913
70 81 380
43 9 177
95 9 741
36 9 596
97 30 338
9 97 793
89 35 925
95 30 663
84 73 825
24 88 20
77 5 279
79 12 580
13 38 832
68 1 38
11 79 582
35 8 986
30 55 957
15 14 372
22 86 905
9 28 736
27 21 67
12 83 786
21 59 604
26 48 684
77 4 712
85 64 42
54 53 244
18 45 503
88 46 547
28 79 643
89 60 248
90 95 20
68 77 912
2 88 674
88 100 960
83 14 257
29 79 718
63 56 309
55 95 765
67 24 632
29 44 823
59 80 814
86 25 730
34 28 619
29 30 705
58 72 769
94 7 591
67 16 462
44 72 979
19 22 411
42 30 889
97 58 364
94 48 129
28 20 921
41 80 828
84 54 568
97 54 197
20 5 123
52 78 118
32 7 857
52 36 300
94 96 790
50 19 737
10 75 181
98 22 625
47 97 825
65 74 652
86 12 774
86 82 57
22 53 943
11 15 94
14 16 971
22 29 780
13 29 938
89 88 64
19 81 765
40 35 579
55 8 333
84 35 28
36 7 894
50 48 166
13 35 350
41 83 837
38 4 695
60 90 167
78 8 959
46 3 581
43 80 547
50 38 629
67 26 897
28 46 496
44 2 704
77 100 637
47 1 802
81 26 846
31 12 468
34 5 23
88 1 571
48 51 10
22 31 898
46 84 590
7 39 205
