20
500 500
115 52 3
500 434 4
383 253 4
101 275 4
464 74 2
369 342 1
90 199 1
77 34 3
346 29 3
437 186 5
135 390 4
130 382 3
180 413 4
360 212 1
470 176 3
144 395 1
316 452 4
105 147 5
104 32 4
403 262 4
225 405 4
448 79 5
278 34 3
163 484 1
433 474 5
237 275 5
403 90 5
215 491 1
414 28 3
385 106 3
368 203 1
492 84 1
175 314 2
37 139 3
67 119 4
458 374 4
489 48 5
382 165 3
168 248 1
236 177 1
100 180 5
124 52 5
161 478 1
20 105 5
449 283 2
375 78 1
40 24 2
50 297 1
417 452 2
340 102 1
115 262 1
138 287 1
220 425 4
42 388 1
316 58 3
418 205 1
75 80 3
355 370 5
151 43 1
174 259 3
111 219 1
390 434 1
453 219 5
283 97 5
248 332 4
224 484 2
347 28 5
99 352 4
479 150 4
424 355 5
324 349 4
498 188 3
389 32 1
149 396 2
177 344 4
214 252 1
217 205 4
201 151 4
351 164 4
361 188 3
152 155 5
335 207 2
11 366 1
100 225 3
104 233 5
2 357 5
170 304 4
181 114 5
278 383 4
69 49 4
183 69 2
394 397 1
250 331 3
413 149 1
354 441 5
249 272 1
430 382 5
378 375 2
379 149 3
128 464 4
261 390 1
209 359 3
112 7 3
301 49 2
274 444 2
143 42 4
204 32 2
87 289 5
45 267 2
191 113 5
49 111 1
453 86 1
299 331 3
123 369 5
261 494 5
60 54 2
375 291 5
248 311 4
278 281 5
500 210 4
288 406 5
287 29 4
367 463 5
24 463 1
197 141 1
193 389 3
131 169 1
210 314 3
480 127 2
151 306 2
457 445 2
478 425 4
111 23 5
7 389 4
470 83 4
199 448 1
455 430 3
84 494 2
477 414 4
332 422 1
323 120 4
392 81 2
381 470 3
446 266 3
224 4 1
179 428 3
300 100 5
319 219 2
347 417 2
241 321 5
350 1 1
323 6 4
399 305 5
237 348 5
460 377 1
47 223 1
194 17 4
286 412 4
352 410 5
150 250 4
162 319 1
114 132 2
207 472 2
288 369 1
74 444 1
238 191 1
344 350 2
334 80 4
267 30 4
34 60 1
296 359 5
221 464 1
129 366 3
292 250 4
66 361 2
444 165 3
291 103 5
429 404 4
224 48 2
328 176 5
282 122 3
440 25 5
463 324 2
222 93 5
135 341 5
91 172 3
493 395 3
448 454 4
380 228 1
444 395 5
205 425 3
357 92 1
222 328 5
201 389 1
381 138 1
291 42 2
376 263 2
364 171 2
44 423 3
208 345 3
231 425 3
2 372 3
478 118 4
297 36 5
414 392 5
148 157 3
437 152 2
499 177 5
325 139 5
487 481 2
150 240 3
336 456 4
263 353 2
273 316 1
165 341 4
489 196 3
418 246 4
32 164 3
314 362 5
22 132 3
11 12 3
372 237 4
6 311 2
191 157 5
210 371 5
230 342 4
466 104 4
27 97 2
263 95 4
475 369 3
55 77 1
304 392 3
419 458 4
363 163 4
194 392 1
268 416 4
50 102 5
34 410 3
83 299 3
495 6 3
66 461 4
194 403 2
225 218 1
22 57 5
251 32 1
400 341 5
392 258 5
149 177 3
26 291 2
145 60 1
364 121 2
254 213 3
79 38 2
477 135 2
115 53 4
44 492 3
339 30 5
294 9 3
38 53 1
323 475 4
34 223 5
430 199 2
177 291 1
113 132 1
466 26 1
399 379 3
81 351 3
87 205 4
457 80 5
76 348 4
446 117 2
200 191 4
38 181 2
126 87 2
494 101 5
211 158 2
428 110 1
318 470 2
68 217 2
228 387 2
295 197 4
282 224 3
31 324 1
23 401 4
268 495 1
351 353 2
283 114 1
224 169 2
36 349 5
136 20 1
402 325 2
404 334 4
57 301 4
49 315 2
110 402 3
285 457 1
405 261 5
100 318 4
14 433 2
62 151 3
43 402 4
250 268 2
43 443 5
406 284 2
20 194 4
42 404 4
488 114 1
222 238 1
295 259 2
350 76 2
33 127 4
171 48 5
390 127 3
159 288 4
425 316 4
434 24 5
406 453 2
6 54 5
264 161 3
291 353 2
286 379 1
74 54 2
289 145 3
261 475 1
172 300 1
425 169 1
490 206 2
91 204 5
399 282 3
387 427 3
5 462 5
268 450 5
45 348 1
454 166 3
394 169 3
181 78 3
357 300 1
372 478 3
187 251 1
96 455 3
113 31 2
500 126 2
211 487 5
500 500
286 192 4
287 454 4
79 481 5
240 456 3
86 378 5
458 314 2
375 151 4
368 273 4
317 212 3
153 469 2
170 259 2
384 411 1
42 46 4
439 468 4
181 231 4
49 82 2
243 97 2
394 61 2
244 386 5
43 224 3
290 85 2
381 185 5
70 65 3
51 90 5
449 372 4
241 28 3
222 357 2
340 86 4
365 59 4
53 49 1
229 354 1
30 307 3
38 251 5
482 441 4
295 446 3
24 224 3
152 31 4
455 40 1
269 100 2
100 175 1
339 309 3
108 175 4
453 351 5
110 421 4
280 366 4
258 221 1
189 383 2
282 367 1
177 474 4
108 76 3
79 119 1
311 29 5
111 402 2
153 320 4
134 50 3
193 356 3
295 54 5
479 206 4
41 105 1
130 362 2
344 207 1
331 399 3
292 373 3
453 21 3
281 374 5
78 141 1
475 138 3
92 152 1
100 410 2
489 457 4
253 212 3
429 99 1
491 396 1
340 28 3
183 242 2
447 207 5
411 25 5
94 95 1
494 421 5
3 42 5
73 298 4
465 88 5
427 175 1
170 176 1
132 231 1
116 66 3
440 29 5
194 429 4
175 72 3
145 397 4
424 466 1
418 65 2
361 363 5
425 357 3
241 118 5
58 400 1
152 136 2
267 31 4
110 452 2
421 221 3
300 476 1
190 437 4
78 405 2
346 282 4
84 253 1
120 160 4
325 308 3
5 246 2
141 366 3
303 43 3
496 230 4
103 138 1
115 54 1
405 345 3
181 495 1
429 188 1
407 334 5
450 326 4
465 25 1
137 364 1
500 199 5
205 201 2
149 115 3
421 489 1
96 141 3
361 424 3
321 115 2
4 220 2
87 492 2
396 239 5
33 421 1
483 159 1
414 128 3
199 375 1
391 185 3
365 104 1
466 150 5
420 139 5
438 201 2
260 238 4
39 446 2
493 276 5
136 81 2
441 354 1
236 111 4
385 257 5
165 278 2
19 48 5
30 312 2
449 319 3
164 189 4
311 204 3
126 145 1
157 314 1
369 293 3
455 300 2
372 394 3
68 394 3
85 86 4
25 19 3
365 5 5
470 366 2
298 398 3
55 3 3
201 457 4
190 170 5
18 45 2
202 474 1
21 484 3
322 493 5
395 24 4
25 378 1
121 82 5
3 261 1
330 346 1
224 16 3
307 464 3
209 323 2
389 108 1
257 263 3
108 60 1
215 411 4
415 111 5
346 222 4
159 134 1
235 36 4
406 29 2
101 389 2
447 408 5
430 214 2
400 217 3
333 495 2
399 132 1
251 113 1
168 336 4
302 301 4
133 432 3
147 467 4
28 445 1
390 362 2
40 303 2
80 50 3
24 195 3
207 171 5
247 462 1
247 3 3
5 458 1
268 128 4
226 424 4
44 58 3
324 240 4
347 1 4
166 233 2
456 207 3
92 373 1
9 353 1
41 152 3
75 5 4
23 230 1
291 199 3
354 85 5
430 287 1
94 69 3
480 11 1
297 461 3
121 423 3
179 432 1
24 197 1
270 232 5
429 189 4
468 39 5
444 156 5
377 123 2
486 476 2
347 154 5
251 336 5
196 246 5
58 290 5
364 42 4
48 1 1
144 200 4
51 293 1
412 101 3
386 388 4
434 183 4
150 304 5
284 497 3
92 148 1
215 290 3
473 151 2
470 39 4
396 290 1
389 338 3
258 217 3
286 343 5
66 76 1
307 339 4
324 381 3
293 373 3
140 339 4
207 315 1
404 199 2
136 153 2
254 87 5
340 200 1
63 32 2
463 65 5
131 260 5
183 269 5
31 431 3
470 422 2
159 173 1
335 105 3
44 286 5
310 244 3
404 198 4
364 176 1
186 76 4
404 491 1
120 140 1
307 66 4
93 464 1
283 294 2
9 197 2
316 14 5
376 147 5
145 330 3
422 195 3
421 161 2
119 15 3
267 329 2
74 37 2
492 189 3
107 99 4
293 5 4
23 369 5
362 313 5
457 16 1
205 245 5
471 493 3
281 390 4
232 386 4
180 163 3
406 88 2
432 495 5
368 365 4
148 384 3
121 489 1
29 86 1
260 447 1
113 496 3
208 126 2
245 144 5
342 6 2
250 222 5
496 132 1
53 359 2
431 235 2
25 396 1
460 195 2
427 311 3
162 350 5
338 92 5
5 190 3
45 350 2
303 429 5
34 316 1
176 262 2
50 434 3
305 180 5
212 467 3
144 491 2
500 178 1
240 419 2
333 246 4
417 428 4
130 384 3
462 279 1
65 24 3
202 495 1
234 250 1
208 171 2
196 203 3
302 77 2
331 70 4
425 146 2
120 289 3
150 89 4
24 125 5
303 270 5
301 214 2
467 24 2
362 221 2
350 385 5
120 301 4
338 493 2
236 348 4
166 229 4
105 193 5
110 134 4
29 269 2
2 471 3
59 455 5
113 30 2
35 160 3
451 380 2
351 333 1
24 336 4
487 483 3
398 114 4
305 382 3
439 465 5
402 438 2
93 38 5
274 74 4
66 128 4
163 340 5
260 410 2
29 320 4
83 69 3
432 29 3
391 476 3
77 177 2
344 280 4
492 224 1
286 195 3
314 394 1
425 369 5
251 247 2
208 440 3
259 392 2
112 285 3
61 470 3
233 12 5
462 241 2
282 346 4
18 206 4
255 146 1
158 37 4
120 56 4
64 103 5
109 182 2
332 265 2
495 412 1
389 46 2
256 405 5
305 412 3
467 356 1
490 143 3
380 101 4
324 222 2
378 109 3
317 391 5
147 284 1
51 107 1
418 69 1
4 130 3
306 120 4
285 192 5
325 368 1
326 425 5
365 78 2
490 461 3
6 226 2
410 272 2
361 373 1
492 327 1
97 376 3
216 178 5
129 223 1
306 372 5
403 92 5
204 362 5
416 6 3
42 170 5
160 75 1
148 6 2
351 233 3
53 430 1
125 69 4
317 330 4
223 369 1
10 323 3
274 88 5
21 440 3
419 272 3
113 130 4
317 254 2
367 186 3
396 122 2
362 56 1
261 487 3
183 426 5
282 178 3
101 366 4
499 35 5
323 383 4
110 481 1
362 377 1
324 256 1
348 488 3
137 485 4
79 380 1
489 191 5
348 461 1
414 13 5
173 58 1
187 230 2
436 67 2
57 206 5
50 128 4
439 118 1
468 74 5
361 352 4
349 382 2
383 15 3
132 418 5
144 500 1
243 472 4
156 491 4
192 450 2
447 176 1
144 441 5
251 310 3
142 144 3
148 108 3
104 116 5
264 59 2
335 422 2
302 277 5
166 437 5
323 40 2
432 359 1
90 411 2
54 243 3
371 231 3
62 478 2
98 499 2
43 374 5
88 53 4
500 500
168 347 4
376 401 4
304 201 5
489 216 4
111 117 2
153 264 4
472 343 2
115 232 5
279 437 5
279 283 3
48 47 5
482 120 5
197 282 5
73 153 3
366 445 3
390 339 5
380 217 4
45 27 5
489 319 2
229 290 2
177 447 3
276 290 4
203 385 4
400 241 4
168 265 2
143 403 2
220 253 3
167 474 3
389 420 4
33 305 2
99 320 1
107 407 3
9 292 5
378 126 3
91 198 4
188 200 4
451 468 5
75 163 2
213 485 1
88 476 3
91 495 5
168 7 1
441 454 4
264 192 1
67 197 5
312 324 2
300 420 3
57 293 1
238 216 1
299 420 4
212 254 5
133 465 1
392 78 5
150 271 2
91 127 2
332 403 5
214 182 1
483 469 5
451 481 3
210 208 2
418 399 3
220 308 5
423 12 1
177 109 3
406 145 4
487 76 5
82 101 2
325 308 5
103 58 3
196 450 3
440 231 2
458 7 5
231 473 4
391 291 3
74 425 1
398 69 2
39 391 1
192 297 3
372 239 1
171 154 4
255 454 5
22 250 3
150 11 2
413 163 5
159 63 4
268 93 1
252 12 4
27 370 5
495 247 5
3 319 3
88 331 3
39 87 1
87 187 2
105 50 4
470 373 3
316 310 2
229 82 3
58 308 5
298 45 5
383 218 4
369 305 2
439 379 4
494 194 3
181 489 1
451 161 3
63 360 4
194 469 2
433 19 5
465 56 5
354 297 1
361 397 4
90 192 1
31 38 5
101 287 2
132 84 4
113 416 4
115 311 5
138 97 5
430 424 3
73 237 2
489 230 4
215 158 2
26 343 5
115 289 4
72 264 5
286 205 5
220 356 2
81 412 4
145 220 3
340 249 5
439 498 2
50 266 3
221 500 3
359 424 1
66 458 4
281 425 1
47 134 2
297 94 3
78 64 1
16 400 1
216 452 3
272 278 3
479 43 4
364 68 3
93 340 3
321 295 2
51 400 4
123 205 5
251 260 3
69 117 1
367 359 5
294 397 5
370 19 2
22 220 3
415 401 4
233 409 1
13 330 4
482 216 4
417 244 3
200 117 2
126 142 4
57 451 2
393 328 1
123 194 4
140 374 2
38 111 4
356 306 1
294 52 2
195 473 4
441 188 3
62 484 3
120 354 3
448 107 2
144 229 2
367 397 4
59 289 3
387 225 2
285 75 2
86 284 2
150 324 4
340 18 2
119 415 2
165 272 1
386 166 4
200 249 2
45 185 5
129 189 1
413 252 1
388 253 4
336 82 4
358 310 5
369 314 1
28 261 1
272 112 5
280 15 3
186 12 1
10 276 1
191 318 1
292 31 4
140 458 3
195 140 4
86 450 5
478 168 3
248 316 2
310 169 2
497 454 3
484 243 5
145 193 1
276 193 4
26 475 5
492 90 3
91 155 5
77 307 3
326 177 5
379 23 1
308 264 2
93 336 4
412 308 1
1 200 2
492 328 5
372 297 1
71 441 2
402 110 3
480 135 5
478 456 1
230 273 2
227 16 4
369 167 2
414 39 2
383 19 2
471 297 3
79 234 4
483 199 1
337 409 4
189 20 1
49 258 1
10 181 4
408 373 1
294 368 3
159 286 5
184 486 2
268 210 1
464 48 4
188 58 1
159 110 1
369 205 1
78 278 5
462 451 3
499 481 4
158 322 4
123 489 1
445 283 1
239 25 5
176 80 3
198 279 2
432 284 4
158 119 1
271 153 5
35 45 3
3 368 5
305 197 5
120 52 3
364 175 2
242 282 2
459 361 5
478 389 1
236 57 4
133 17 4
123 181 5
295 326 4
474 77 1
458 409 3
383 266 5
94 300 1
235 196 5
344 95 3
205 135 1
272 22 4
456 387 1
450 422 3
296 427 3
188 279 2
254 132 2
45 325 2
441 191 2
132 10 4
388 83 1
323 120 5
147 19 5
130 442 5
16 184 2
485 297 3
218 163 4
368 204 5
156 182 4
491 52 1
47 154 4
268 361 5
135 269 1
339 400 2
466 251 5
139 22 5
171 37 5
304 166 2
213 133 2
257 74 4
433 384 5
120 92 2
376 297 3
195 239 4
171 363 1
242 122 3
278 154 1
378 405 2
216 225 5
471 284 3
443 241 3
132 421 4
258 347 3
291 28 2
89 231 3
112 492 5
390 252 3
201 104 4
398 377 2
349 330 2
177 357 3
456 1 4
495 463 3
160 174 4
266 306 3
248 475 2
262 196 3
497 7 5
401 369 2
226 356 4
22 438 1
277 436 5
213 123 2
439 496 2
40 198 2
54 130 5
155 313 5
324 351 1
395 71 4
111 279 2
475 196 1
235 298 4
236 16 5
283 220 4
115 450 2
466 412 3
92 4 2
33 16 4
132 153 5
455 285 3
136 79 1
45 28 4
233 121 5
58 481 3
223 227 1
290 127 1
380 106 4
306 342 5
412 489 5
364 378 3
364 13 2
55 293 1
226 133 3
366 237 4
361 93 2
22 335 5
188 416 5
198 282 1
54 114 1
497 105 4
169 174 2
256 339 3
368 401 1
174 94 5
193 473 3
156 183 4
4 446 4
142 328 1
92 449 4
112 425 5
343 471 2
349 210 5
261 357 5
407 421 2
79 342 2
61 135 4
263 126 5
481 148 5
15 299 3
285 234 5
19 72 2
320 307 4
325 224 2
421 115 3
69 55 2
423 378 2
327 471 4
476 390 4
180 376 2
37 314 2
326 306 1
458 99 1
286 481 3
461 73 2
71 385 4
159 216 1
266 426 3
1 82 3
136 399 4
300 223 5
489 54 4
266 244 3
68 111 5
249 181 4
488 222 2
156 448 2
88 12 2
489 273 4
431 73 3
434 171 3
185 424 5
360 98 2
204 34 4
133 363 3
411 371 3
239 287 5
391 355 5
76 122 5
368 327 3
133 196 5
257 398 3
53 440 2
486 112 2
165 174 4
217 482 1
1 10 5
203 422 5
43 153 5
114 492 2
58 213 1
243 7 5
392 187 4
380 432 4
198 289 3
372 39 5
199 177 2
386 444 1
478 439 2
307 302 3
342 21 5
316 428 5
313 381 3
155 194 5
431 214 5
342 7 4
495 92 5
458 282 1
100 204 3
24 350 2
371 250 3
323 79 1
118 209 4
83 339 3
401 27 2
403 149 1
227 494 5
122 481 5
393 266 3
277 82 1
417 84 4
434 435 5
221 311 5
169 120 5
135 394 4
167 423 4
154 439 3
402 389 2
370 338 1
478 222 2
386 457 1
260 321 2
24 144 4
124 281 4
389 401 5
304 135 2
383 239 3
182 119 1
199 160 2
238 80 2
254 204 2
84 443 2
330 465 3
402 449 4
122 174 2
500 500
37 360 2
41 99 4
175 201 2
47 15 2
384 193 4
409 140 3
37 272 5
85 313 3
269 267 1
220 314 5
475 103 2
422 100 2
199 305 1
319 326 5
112 256 5
190 89 1
37 119 2
217 102 3
255 488 4
15 29 3
404 467 4
215 424 3
494 292 5
275 132 3
331 470 3
371 485 4
380 34 4
499 461 5
280 150 1
226 436 1
163 371 5
174 278 4
152 296 3
117 395 1
332 127 4
231 305 2
181 470 2
300 492 2
439 488 4
36 301 5
207 403 4
305 61 2
372 255 3
140 207 3
340 200 3
76 151 3
147 188 4
296 249 5
198 228 4
378 382 3
469 188 1
459 6 4
89 131 3
463 237 4
139 474 3
400 69 2
30 419 5
189 141 2
171 412 2
305 88 3
78 384 4
278 162 3
431 420 2
389 421 5
499 250 1
62 333 4
21 248 1
270 483 2
460 13 2
95 259 3
467 218 2
497 26 4
286 221 4
270 140 5
24 69 4
296 13 2
82 428 2
451 378 3
343 409 1
387 178 2
118 54 1
353 480 4
388 465 4
87 329 2
93 279 3
180 394 3
432 40 5
121 478 2
239 456 1
36 250 1
55 53 4
450 453 3
95 320 5
39 460 5
278 317 4
87 123 3
18 306 5
190 300 4
75 100 1
191 14 5
177 245 3
81 377 4
52 343 3
141 363 5
403 371 1
166 27 3
403 181 3
346 176 1
429 20 1
237 58 2
280 195 4
388 113 4
305 367 4
46 154 2
35 255 1
377 387 2
333 286 2
87 35 1
273 218 2
282 468 4
473 355 1
12 294 3
365 42 5
391 11 5
175 6 4
137 197 2
436 332 5
41 45 4
39 167 3
487 20 4
13 186 1
416 154 1
444 403 4
67 181 4
367 225 4
259 129 4
4 499 1
69 459 2
470 378 1
309 22 4
358 24 2
89 276 5
498 395 2
270 293 4
46 136 5
85 375 1
95 13 2
19 484 5
282 289 3
119 349 4
105 368 5
456 174 4
436 386 1
129 471 1
132 95 3
96 68 1
99 407 1
387 406 2
168 447 5
158 294 3
255 143 4
84 289 1
271 287 1
443 419 2
5 118 1
237 140 5
128 322 1
347 397 4
29 11 3
419 62 1
132 137 5
463 123 2
231 221 5
401 275 2
112 283 4
422 262 1
401 185 2
319 343 3
282 28 4
499 487 5
306 435 4
105 183 1
390 422 4
498 296 1
161 7 5
151 267 5
452 491 2
361 26 4
297 131 2
414 111 1
331 116 1
191 494 4
237 188 4
297 39 2
109 298 5
45 208 3
164 326 4
79 265 5
67 369 1
458 240 5
18 105 2
497 313 2
437 233 5
266 413 3
425 278 3
358 208 4
319 269 3
438 480 3
143 314 4
362 358 1
307 479 1
407 2 5
255 453 3
173 50 2
258 217 4
444 315 1
296 299 3
235 165 1
78 243 3
134 478 4
178 205 3
490 103 1
429 197 2
451 197 2
443 224 3
46 478 5
116 21 2
179 430 3
261 116 5
260 25 1
64 438 4
16 78 1
189 47 3
269 252 3
174 68 2
387 54 4
389 319 5
427 214 5
111 340 4
461 144 3
428 242 5
192 96 2
226 331 1
236 423 5
399 250 3
307 314 5
194 464 2
31 394 4
48 350 2
396 176 5
96 139 3
283 156 2
107 37 1
494 306 3
434 461 5
51 148 5
29 249 1
164 242 1
167 438 3
67 449 4
156 287 5
169 155 3
410 481 3
83 245 5
381 102 4
229 319 5
314 64 4
351 27 5
1 285 1
50 30 4
251 452 1
228 77 2
487 295 4
48 209 5
144 416 5
58 295 4
380 478 4
42 458 5
377 354 1
127 149 3
426 168 5
38 374 1
452 282 5
407 439 2
158 163 4
223 329 4
25 49 2
77 94 3
148 120 2
325 87 1
298 113 5
246 385 1
373 132 4
457 196 4
418 19 5
265 499 3
104 326 3
248 62 1
365 393 2
372 356 4
447 499 1
92 315 5
77 14 1
421 275 4
277 332 4
326 386 1
359 109 2
217 106 3
104 258 4
127 55 2
445 453 5
67 420 2
189 349 3
161 122 4
406 397 4
264 136 1
273 32 3
484 456 2
4 83 2
52 212 1
347 497 4
151 390 4
329 79 3
76 70 3
140 350 1
101 167 3
160 446 1
206 311 4
54 59 4
90 354 4
363 257 2
431 437 4
365 30 1
352 362 3
423 252 1
92 466 3
329 272 3
226 193 5
154 51 4
465 51 4
221 89 2
357 220 2
76 72 1
31 56 1
281 473 1
277 312 3
424 184 4
416 79 5
478 484 3
43 474 3
437 40 3
301 56 3
467 136 1
149 277 2
49 432 1
120 227 2
497 445 2
465 377 4
312 172 2
405 9 4
448 64 2
15 385 3
33 117 4
88 85 3
83 447 3
73 250 5
374 120 5
239 412 2
161 37 5
239 14 5
275 166 2
330 194 3
117 321 2
356 111 5
59 379 3
426 200 1
101 42 5
295 220 2
215 353 2
317 215 4
413 330 3
411 497 5
412 62 5
155 320 4
149 439 2
328 297 3
208 200 4
430 132 2
6 473 3
107 185 2
311 302 3
367 122 5
240 4 3
175 418 5
464 15 2
66 21 5
135 249 4
446 98 1
41 445 2
52 61 3
315 397 4
263 373 3
285 147 2
138 118 4
219 487 1
469 254 2
272 492 5
390 23 4
395 172 1
144 13 5
273 441 2
62 230 1
330 81 3
83 367 5
102 387 4
492 181 4
378 25 4
391 462 4
42 439 3
378 269 5
378 44 5
464 288 3
201 418 3
407 235 3
210 479 5
178 146 5
188 179 1
347 411 1
31 57 3
498 366 4
33 400 1
184 49 3
235 420 3
15 266 2
378 250 1
150 87 2
353 86 3
387 81 1
342 494 5
284 385 1
49 464 5
157 329 5
391 33 2
393 109 2
286 205 1
256 404 2
62 379 5
112 351 4
204 222 4
331 117 4
500 296 4
56 204 4
438 292 1
262 406 3
22 379 3
203 131 1
255 124 1
198 485 2
29 200 1
269 384 5
237 16 1
285 144 5
213 244 3
253 137 3
116 72 5
194 278 2
317 244 4
468 285 4
233 4 1
446 493 5
497 78 4
262 88 5
143 344 4
226 144 4
21 275 1
310 446 4
398 135 3
346 426 1
315 123 4
27 328 3
192 189 1
118 410 2
96 418 5
49 351 4
34 308 3
392 238 4
121 104 1
229 399 4
194 186 2
258 10 3
181 297 1
194 49 2
223 2 2
14 184 3
143 336 4
397 20 4
294 496 4
191 210 1
244 322 5
16 393 2
500 500
137 283 5
82 177 3
179 222 4
40 239 3
219 474 3
403 294 3
497 347 5
437 302 1
370 399 4
287 476 1
369 385 3
179 341 2
288 81 5
220 364 3
378 466 1
127 243 2
457 360 4
408 49 4
415 482 5
251 10 4
438 491 5
399 307 3
380 163 5
439 290 1
203 318 1
295 419 2
442 35 2
209 493 1
223 451 3
417 261 1
258 354 1
84 4 4
74 439 3
18 6 5
468 296 2
325 392 3
409 357 3
220 190 2
327 465 2
439 256 2
449 47 5
188 146 2
21 221 2
314 158 2
9 305 5
45 416 4
232 335 1
151 80 5
298 352 2
15 27 5
35 60 5
146 7 4
9 144 5
206 145 4
303 196 4
273 364 1
249 369 2
289 204 2
230 398 1
257 228 2
416 319 5
68 324 3
143 354 2
79 271 1
434 357 4
458 464 1
462 173 4
206 381 5
93 230 5
28 269 2
499 45 5
79 224 5
408 340 4
3 285 1
368 210 1
366 302 3
496 241 3
149 125 4
351 441 5
64 195 1
353 435 5
328 340 3
457 63 5
142 295 1
61 256 5
390 424 3
142 486 2
219 177 5
344 271 5
145 234 5
408 401 2
229 225 1
251 359 3
471 123 2
175 193 5
318 265 5
284 342 1
371 75 5
283 213 5
21 307 3
383 196 5
120 262 1
204 87 5
146 266 2
86 66 5
290 311 5
115 345 3
248 226 5
147 258 2
3 116 1
110 4 2
347 86 2
91 127 5
415 308 1
426 223 2
120 474 5
92 315 3
496 51 2
169 251 2
33 96 3
493 308 3
458 187 1
395 171 5
48 391 4
249 192 2
291 393 5
342 135 2
151 194 5
286 492 2
203 167 3
66 480 3
7 258 2
43 348 5
427 418 5
496 375 3
453 284 1
307 48 2
410 497 2
19 488 2
72 344 1
176 256 1
459 239 1
195 455 1
348 408 1
80 436 4
447 413 3
237 325 4
164 256 3
336 492 2
122 12 3
107 324 1
79 187 2
324 284 3
182 51 1
218 380 2
3 239 2
272 316 5
213 123 4
205 117 2
37 64 2
233 28 2
111 404 3
301 204 1
474 137 3
424 458 3
444 348 2
344 219 4
305 82 5
356 165 2
353 347 1
124 290 1
159 133 1
358 255 2
264 372 1
16 36 2
316 403 4
422 279 4
42 382 3
166 76 4
101 12 4
123 150 2
474 166 3
252 491 3
240 466 4
115 283 4
16 493 1
246 287 1
403 151 3
132 1 3
159 43 3
178 205 5
174 375 2
286 233 3
104 187 5
270 175 2
319 117 5
277 425 5
47 407 3
386 184 1
31 155 5
392 233 3
9 156 3
386 190 5
187 208 5
173 325 4
85 194 4
243 283 2
492 465 3
137 204 1
15 273 2
51 484 2
409 311 5
21 389 3
168 424 3
495 235 4
285 192 3
102 119 1
283 348 5
229 79 2
357 419 5
489 319 3
53 115 2
357 208 3
406 282 1
162 241 3
300 401 5
15 149 4
151 319 4
53 230 4
333 340 5
403 101 4
460 451 3
336 251 1
10 192 5
40 142 5
146 72 3
358 45 3
288 473 5
335 308 4
113 146 4
62 367 1
293 439 5
246 400 1
255 398 5
144 287 3
4 487 2
431 180 5
453 103 5
366 348 1
257 382 5
203 78 2
259 313 1
253 250 4
52 420 1
183 144 1
387 87 3
498 66 2
477 210 5
341 396 5
448 90 5
343 342 4
398 365 1
229 160 3
306 100 1
46 197 2
261 27 4
463 250 3
241 72 5
373 12 5
197 388 4
269 319 2
432 229 3
442 257 2
408 63 2
207 423 4
347 90 3
234 453 1
195 396 2
458 257 2
245 44 2
473 114 1
301 113 3
26 248 1
336 403 5
388 66 1
494 177 5
408 78 2
399 391 1
367 36 1
213 92 3
220 276 2
51 371 5
375 245 4
489 105 2
49 323 2
242 344 2
365 250 3
382 443 1
286 486 4
360 28 4
57 69 1
391 394 5
349 354 4
483 482 4
188 18 3
123 14 4
398 244 3
91 66 4
280 85 1
285 246 2
466 441 3
248 282 1
330 314 4
358 140 5
344 261 4
248 127 1
456 316 3
435 370 5
277 385 3
197 7 4
50 2 2
91 96 1
135 490 1
151 100 4
482 280 4
63 160 3
395 267 2
390 439 5
307 283 4
368 242 3
269 410 3
448 164 4
498 437 1
350 418 5
34 157 3
110 424 1
169 61 3
356 1 5
337 205 4
190 265 2
251 86 3
40 353 5
82 460 2
205 376 2
125 327 1
185 268 3
114 355 1
47 426 5
186 70 2
71 195 4
213 402 3
436 287 5
289 221 4
20 101 4
264 424 2
373 472 5
492 363 1
258 94 2
408 256 2
323 276 2
277 215 2
88 347 1
135 271 4
372 400 4
197 77 3
274 211 5
412 443 5
61 80 2
316 349 5
365 22 1
338 345 4
313 134 1
387 231 1
367 7 4
353 445 5
138 298 5
245 21 1
290 391 5
34 264 5
170 217 5
306 247 5
209 8 2
416 133 2
433 153 1
345 324 1
267 9 3
293 299 3
467 348 3
416 444 3
342 379 4
11 374 1
409 184 5
125 74 1
258 225 3
92 445 5
361 126 1
202 460 4
90 63 5
184 160 5
450 145 4
42 474 2
370 82 3
122 259 1
62 26 4
138 81 4
430 83 1
340 33 2
373 20 1
449 157 2
127 72 1
290 56 2
21 433 4
277 81 2
489 443 2
421 111 1
132 422 1
400 483 1
349 179 2
166 211 3
473 107 3
299 369 5
292 284 3
412 243 2
22 88 4
105 271 3
420 70 3
121 430 1
112 169 3
337 175 3
383 480 2
426 367 5
184 473 1
403 212 4
269 274 2
413 253 5
494 20 3
200 167 4
453 99 4
49 30 5
266 308 2
198 224 4
264 40 3
31 335 1
407 216 4
154 213 1
327 466 2
121 429 4
232 411 4
398 170 1
59 171 4
464 359 1
211 32 1
374 218 1
106 82 2
314 161 5
308 499 3
127 126 5
425 45 2
110 13 1
40 198 5
336 401 4
448 46 4
355 357 4
237 447 1
104 191 4
166 189 3
221 425 3
399 316 1
195 6 5
215 485 1
459 403 5
448 333 2
168 182 3
332 236 1
279 410 1
217 417 4
272 81 3
358 114 2
195 19 1
152 401 5
473 56 4
330 474 4
81 199 3
306 175 4
308 258 4
438 390 4
